arr_rate,profit_P,num_of_days,num_of_sims,p,S_R1,s_R1,p1,S_R2,s_R2,p2,S_D1,s_D1,S_D2,s_D2,frac_cust_ret,avg_profit,avg_hold_c,avg_del_c,avg_net_profit
10,100,1000,100,0.5,225,175,0.5,225,175,0.5,350,300,350,300,21.56824809,3812.328,2628.29632,688.48,495.55168
10,100,1000,100,0.5,225,200,0.5,225,200,0.5,350,300,350,300,21.0968621,3828.968,2677.08081,741.17,410.71719
10,100,1000,100,0.5,250,25,0.5,250,25,0.5,350,300,350,300,24.45844488,3686.324,3623.09181,306.42,-243.18781
10,100,1000,100,0.5,250,50,0.5,250,50,0.5,350,300,350,300,24.00800834,3711.953,3523.75827,340.93,-152.73527
10,100,1000,100,0.5,250,75,0.5,250,75,0.5,350,300,350,300,26.83287608,3572.159,3441.32848,370.61,-239.77948
10,100,1000,100,0.5,250,100,0.5,250,100,0.5,350,300,350,300,19.75587686,3946.805,2931.92442,460.51,554.37058
10,100,1000,100,0.5,250,125,0.5,250,125,0.5,350,300,350,300,28.4175561,3484.481,2644.24863,484.62,355.61237
10,100,1000,100,0.5,250,150,0.5,250,150,0.5,350,300,350,300,28.09469806,3494.849,2809.08741,530.2,155.56159
10,100,1000,100,0.5,250,175,0.5,250,175,0.5,350,300,350,300,20.86093026,3863.401,2762.98154,609.12,491.29946
10,100,1000,100,0.5,250,200,0.5,250,200,0.5,350,300,350,300,20.95825423,3858.902,2817.31141,662.13,379.46059
10,100,1000,100,0.5,250,225,0.5,250,225,0.5,350,300,350,300,20.57481598,3874.215,2863.52739,708.39,302.29761
10,100,1000,100,0.5,275,25,0.5,275,25,0.5,350,300,350,300,21.28302136,3855.077,3764.56147,289.8,-199.28447
10,100,1000,100,0.5,275,50,0.5,275,50,0.5,350,300,350,300,20.28969802,3915.191,3663.34444,322.16,-70.31344
10,100,1000,100,0.5,275,75,0.5,275,75,0.5,350,300,350,300,20.92439686,3878.497,3590.36686,355.74,-67.60986
10,100,1000,100,0.5,275,100,0.5,275,100,0.5,350,300,350,300,25.61036276,3643.345,3515.922,377.44,-250.017
10,100,1000,100,0.5,275,125,0.5,275,125,0.5,350,300,350,300,18.90571026,3987.293,3063.06203,464.4,459.83097
10,100,1000,100,0.5,275,150,0.5,275,150,0.5,350,300,350,300,28.48745261,3479.047,2728.6214,490.21,260.2156
10,100,1000,100,0.5,275,175,0.5,275,175,0.5,350,300,350,300,26.67132923,3579.191,2867.77792,521.01,190.40308
10,100,1000,100,0.5,275,200,0.5,275,200,0.5,350,300,350,300,22.10070286,3815.165,3028.22446,579.29,207.65054
10,100,1000,100,0.5,275,225,0.5,275,225,0.5,350,300,350,300,20.0938304,3909.782,3037.99288,644.69,227.09912
10,100,1000,100,0.5,275,250,0.5,275,250,0.5,350,300,350,300,20.2743595,3893.223,3072.72414,679.74,140.75886
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,400,100,400,100,47.01150563,2276.298,2179.56172,665.65,-568.91372
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,400,100,400,100,40.40490803,2712.35,2240.46773,523.13,-51.24773
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,400,100,400,100,33.37315646,3002.127,2067.46867,937.4,-2.74167
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,400,150,400,150,44.77693139,2373.542,2326.43489,690.86,-643.75289
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,400,150,400,150,36.86114316,2886.859,2384.82918,572.48,-70.45018
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,400,150,400,150,27.34814318,3302.796,2160.82044,1027.08,114.89556
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,400,150,400,150,32.31096157,3174.68,2548.43881,488.33,137.91119
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,400,150,400,150,26.75328122,3449.771,2323.28387,669.2,457.28713
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,400,150,400,150,19.69577215,3809.584,2175.85446,1007.41,626.31954
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,400,150,400,150,34.15361608,3120.411,2556.44871,363.04,200.92229
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,400,150,400,150,24.28147962,3613.708,2474.74064,547.91,591.05736
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,400,150,400,150,18.72954493,3914.271,2295.01898,785.19,834.06202
10,100,1000,100,0.5,125,100,0.5,125,100,0.5,400,150,400,150,16.42527809,4036.015,2286.32366,956.56,793.13134
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,400,200,400,200,44.3997863,2403.52,2547.08916,710.6,-854.16916
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,400,200,400,200,35.0241466,2979.177,2519.41844,596.54,-136.78144
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,400,200,400,200,24.73128308,3444.171,2304.38583,1078.66,61.12517
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,400,200,400,200,31.37797929,3218.558,2573.24554,502.76,142.55246
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,400,200,400,200,23.41454204,3620.292,2424.83363,710.43,485.02837
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,400,200,400,200,15.08425302,4056.345,2256.6709,1081.11,718.5641
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,400,200,400,200,27.32563089,3464.13,2825.94288,470.18,168.00712
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,400,200,400,200,22.49790516,3702.844,2520.8629,574.5,607.4811
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,400,200,400,200,15.38271522,4089.345,2350.16157,830.45,908.73343
10,100,1000,100,0.5,125,100,0.5,125,100,0.5,400,200,400,200,12.37333704,4255.521,2349.72887,1024.6,881.19213
10,100,1000,100,0.5,150,25,0.5,150,25,0.5,400,200,400,200,29.40633788,3384.161,3082.54322,365.74,-64.12222
10,100,1000,100,0.5,150,50,0.5,150,50,0.5,400,200,400,200,20.66942462,3831.863,2717.03594,515.98,598.84706
10,100,1000,100,0.5,150,75,0.5,150,75,0.5,400,200,400,200,17.36268265,4017.184,2499.87304,626.63,890.68096
10,100,1000,100,0.5,150,100,0.5,150,100,0.5,400,200,400,200,13.21113716,4246.78,2465.015,828.64,953.125
10,100,1000,100,0.5,150,125,0.5,150,125,0.5,400,200,400,200,11.5598016,4320.676,2515.31592,971.22,834.14008
10,100,1000,100,0.5,175,25,0.5,175,25,0.5,400,200,400,200,25.33525458,3614.12,3075.30787,329.02,209.79213
10,100,1000,100,0.5,175,50,0.5,175,50,0.5,400,200,400,200,23.73560135,3688.027,3087.38282,393.67,206.97418
10,100,1000,100,0.5,175,75,0.5,175,75,0.5,400,200,400,200,17.00307062,4050.008,2704.4226,548.16,797.4254
10,100,1000,100,0.5,175,100,0.5,175,100,0.5,400,200,400,200,14.94397505,4166.523,2582.89947,660.9,922.72353
10,100,1000,100,0.5,175,125,0.5,175,125,0.5,400,200,400,200,12.441404,4282.624,2645.7096,793.05,843.8644
10,100,1000,100,0.5,175,150,0.5,175,150,0.5,400,200,400,200,11.40007372,4338.776,2694.05757,916.3,728.41843
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,400,250,400,250,44.24994303,2404.083,2791.14659,742.35,-1129.41359
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,400,250,400,250,34.1381327,3012.789,2734.35649,626.64,-348.20749
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,400,250,400,250,23.87342506,3488.75,2499.5431,1125.84,-136.6331
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,400,250,400,250,28.60636547,3353.399,2879.09748,561.97,-87.66848
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,400,250,400,250,21.46707513,3719.965,2564.65188,750.19,405.12312
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,400,250,400,250,12.93841886,4176.568,2384.4704,1142.08,650.0176
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,400,250,400,250,27.39038393,3454.656,2826.20181,468.95,159.50419
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,400,250,400,250,19.34200858,3878.822,2687.52966,635.76,555.53234
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,400,250,400,250,12.63500278,4240.776,2442.87804,878.52,919.37796
10,100,1000,100,0.5,125,100,0.5,125,100,0.5,400,250,400,250,10.25745212,4387.067,2439.36007,1081.61,866.09693
10,100,1000,100,0.5,150,25,0.5,150,25,0.5,400,250,400,250,29.76482637,3372.544,3075.52996,364.32,-67.30596
10,100,1000,100,0.5,150,50,0.5,150,50,0.5,400,250,400,250,20.85208305,3820.301,2719.24842,513.94,587.11258
10,100,1000,100,0.5,150,75,0.5,150,75,0.5,400,250,400,250,14.63125249,4160.373,2616.58332,679.89,863.89968
10,100,1000,100,0.5,150,100,0.5,150,100,0.5,400,250,400,250,11.42663279,4340.455,2535.43022,862.55,942.47478
10,100,1000,100,0.5,150,125,0.5,150,125,0.5,400,250,400,250,9.915485457,4418.501,2599.49177,1018.89,800.11923
10,100,1000,100,0.5,175,25,0.5,175,25,0.5,400,250,400,250,24.93120484,3629.325,3244.53017,437.52,-52.72517
10,100,1000,100,0.5,175,50,0.5,175,50,0.5,400,250,400,250,24.18101965,3672.17,3096.7299,409.57,165.8701
10,100,1000,100,0.5,175,75,0.5,175,75,0.5,400,250,400,250,17.02599044,4055.053,2695.8863,550.22,808.9467
10,100,1000,100,0.5,175,100,0.5,175,100,0.5,400,250,400,250,12.46950496,4289.988,2693.24145,708.24,888.50655
10,100,1000,100,0.5,175,125,0.5,175,125,0.5,400,250,400,250,11.48385749,4355.69,2712.35785,827.13,816.20215
10,100,1000,100,0.5,175,150,0.5,175,150,0.5,400,250,400,250,9.92427233,4427.158,2790.0526,966.65,670.4554
10,100,1000,100,0.5,200,25,0.5,200,25,0.5,400,250,400,250,19.69343593,3909.094,3424.96694,407.91,76.21706
10,100,1000,100,0.5,200,50,0.5,200,50,0.5,400,250,400,250,21.09254774,3849.42,3141.74869,457.6,250.07131
10,100,1000,100,0.5,200,75,0.5,200,75,0.5,400,250,400,250,20.59089084,3881.65,3127.14548,435.7,318.80452
10,100,1000,100,0.5,200,100,0.5,200,100,0.5,400,250,400,250,15.38186633,4153.339,2780.88657,563.85,808.60243
10,100,1000,100,0.5,200,125,0.5,200,125,0.5,400,250,400,250,10.79694353,4390.281,2863.40474,702.39,824.48626
10,100,1000,100,0.5,200,150,0.5,200,150,0.5,400,250,400,250,10.7372528,4392.054,2891.19319,796.47,704.39081
10,100,1000,100,0.5,200,175,0.5,200,175,0.5,400,250,400,250,9.766280537,4433.649,2980.36311,919.17,534.11589
10,100,1000,100,0.5,225,25,0.5,225,25,0.5,400,250,400,250,28.31573926,3478.788,3996.99293,322.96,-841.16493
10,100,1000,100,0.5,225,50,0.5,225,50,0.5,400,250,400,250,17.26677246,4055.037,3476.27152,415.49,163.27548
10,100,1000,100,0.5,225,75,0.5,225,75,0.5,400,250,400,250,19.86040909,3926.476,3114.4253,467.42,344.6307
10,100,1000,100,0.5,225,100,0.5,225,100,0.5,400,250,400,250,18.29874416,4007.451,3213.85458,453.41,340.18642
10,100,1000,100,0.5,225,125,0.5,225,125,0.5,400,250,400,250,14.4366019,4205.026,2917.44091,578.3,709.28509
10,100,1000,100,0.5,225,150,0.5,225,150,0.5,400,250,400,250,13.03924238,4276.766,3034.93249,663.14,578.69351
10,100,1000,100,0.5,225,175,0.5,225,175,0.5,400,250,400,250,11.25716255,4373.931,3100.73084,767.53,505.67016
10,100,1000,100,0.5,225,200,0.5,225,200,0.5,400,250,400,250,10.66009808,4393.114,3192.79238,871.6,328.72162
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,400,300,400,300,44.17380452,2401.216,3000.9076,792.21,-1391.9016
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,400,300,400,300,34.12445607,3016.717,2939.62091,685.59,-608.49391
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,400,300,400,300,23.78320564,3491.108,2646.39899,1181.69,-336.98099
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,400,300,400,300,28.67922301,3357.337,2877.12382,562.37,-82.15682
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,400,300,400,300,20.89933647,3748.146,2694.96957,798.39,254.78643
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,400,300,400,300,12.88937743,4186.44,2458.93051,1176.04,551.46949
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,400,300,400,300,26.60258603,3498.926,3034.89827,548.59,-84.56227
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,400,300,400,300,19.13383603,3875.899,2713.14801,644.65,518.10099
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,400,300,400,300,12.47828752,4258.877,2520.10199,912.38,826.39501
10,100,1000,100,0.5,125,100,0.5,125,100,0.5,400,300,400,300,9.954472627,4392.572,2502.13666,1109.47,780.96534
10,100,1000,100,0.5,150,25,0.5,150,25,0.5,400,300,400,300,30.41727101,3332.273,3145.7447,465.5,-278.9717
10,100,1000,100,0.5,150,50,0.5,150,50,0.5,400,300,400,300,19.88462634,3874.68,2862.45271,585.07,427.15729
10,100,1000,100,0.5,150,75,0.5,150,75,0.5,400,300,400,300,14.61384758,4161.64,2624.44437,688.03,849.16563
10,100,1000,100,0.5,150,100,0.5,150,100,0.5,400,300,400,300,10.89093434,4374.685,2605.8556,895.81,873.0194
10,100,1000,100,0.5,150,125,0.5,150,125,0.5,400,300,400,300,9.485508761,4442.181,2657.92315,1048.82,735.43785
10,100,1000,100,0.5,175,25,0.5,175,25,0.5,400,300,400,300,24.84402676,3631.342,3246.53652,437.37,-52.56452
10,100,1000,100,0.5,175,50,0.5,175,50,0.5,400,300,400,300,27.2206524,3517.977,3060.73256,481.04,-23.79556
10,100,1000,100,0.5,175,75,0.5,175,75,0.5,400,300,400,300,17.19905468,4041.052,2809.13566,601.09,630.82634
10,100,1000,100,0.5,175,100,0.5,175,100,0.5,400,300,400,300,12.53933325,4292.327,2698.77065,712.96,880.59635
10,100,1000,100,0.5,175,125,0.5,175,125,0.5,400,300,400,300,10.77357942,4384.026,2785.99899,857.17,740.85701
10,100,1000,100,0.5,175,150,0.5,175,150,0.5,400,300,400,300,9.457059925,4450.943,2857.0341,999.12,594.7889
10,100,1000,100,0.5,200,25,0.5,200,25,0.5,400,300,400,300,19.93389122,3896.577,3419.02697,407.08,70.47003
10,100,1000,100,0.5,200,50,0.5,200,50,0.5,400,300,400,300,21.38585797,3835.046,3136.41591,456.64,241.99009
10,100,1000,100,0.5,200,75,0.5,200,75,0.5,400,300,400,300,25.87375071,3606.598,3045.25869,491.26,70.07931
10,100,1000,100,0.5,200,100,0.5,200,100,0.5,400,300,400,300,15.31179203,4147.704,2889.13811,611.56,647.00589
10,100,1000,100,0.5,200,125,0.5,200,125,0.5,400,300,400,300,10.59390956,4405.998,2890.60998,713.54,801.84802
10,100,1000,100,0.5,200,150,0.5,200,150,0.5,400,300,400,300,10.04123376,4428.564,2983.82531,832.67,612.06869
10,100,1000,100,0.5,200,175,0.5,200,175,0.5,400,300,400,300,9.199824244,4463.966,3045.45855,951.76,466.74745
10,100,1000,100,0.5,225,25,0.5,225,25,0.5,400,300,400,300,28.09391258,3495.642,3992.37592,324.89,-821.62392
10,100,1000,100,0.5,225,50,0.5,225,50,0.5,400,300,400,300,17.06964709,4064.08,3492.93103,416.35,154.79897
10,100,1000,100,0.5,225,75,0.5,225,75,0.5,400,300,400,300,20.235622,3915.175,3114.86265,465.58,334.73235
10,100,1000,100,0.5,225,100,0.5,225,100,0.5,400,300,400,300,25.08528585,3657.789,3108.77419,496.88,52.13481
10,100,1000,100,0.5,225,125,0.5,225,125,0.5,400,300,400,300,14.50810876,4197.365,3029.841,621.48,546.044
10,100,1000,100,0.5,225,150,0.5,225,150,0.5,400,300,400,300,12.88390855,4283.775,3091.99795,677.16,514.61705
10,100,1000,100,0.5,225,175,0.5,225,175,0.5,400,300,400,300,11.30215287,4372.9,3160.14046,787.96,424.79954
10,100,1000,100,0.5,225,200,0.5,225,200,0.5,400,300,400,300,10.0264936,4427.428,3258.94303,906.33,262.15497
10,100,1000,100,0.5,250,25,0.5,250,25,0.5,400,300,400,300,24.38520149,3687.545,4124.9779,306.37,-743.8029
10,100,1000,100,0.5,250,50,0.5,250,50,0.5,400,300,400,300,23.88200161,3719.869,4022.52585,341.77,-644.42685
10,100,1000,100,0.5,250,75,0.5,250,75,0.5,400,300,400,300,14.36373057,4233.104,3517.36087,432.42,283.32313
10,100,1000,100,0.5,250,100,0.5,250,100,0.5,400,300,400,300,18.90219295,3988.087,3181.26701,474.65,332.16999
10,100,1000,100,0.5,250,125,0.5,250,125,0.5,400,300,400,300,24.46820497,3686.343,3207.81219,498.87,-20.33919
10,100,1000,100,0.5,250,150,0.5,250,150,0.5,400,300,400,300,12.19190521,4334.546,3201.16812,619.28,514.09788
10,100,1000,100,0.5,250,175,0.5,250,175,0.5,400,300,400,300,13.16221913,4266.718,3236.90097,650.63,379.18703
10,100,1000,100,0.5,250,200,0.5,250,200,0.5,400,300,400,300,10.94143703,4383.27,3362.24061,762.01,259.01939
10,100,1000,100,0.5,250,225,0.5,250,225,0.5,400,300,400,300,10.3915101,4414.69,3443.49752,861.3,109.89248
10,100,1000,100,0.5,275,25,0.5,275,25,0.5,400,300,400,300,21.3269647,3847.346,4264.8387,289.43,-706.9227
10,100,1000,100,0.5,275,50,0.5,275,50,0.5,400,300,400,300,20.56211405,3904.466,4158.96333,321.23,-575.72733
10,100,1000,100,0.5,275,75,0.5,275,75,0.5,400,300,400,300,21.48346083,3855.8,4088.41221,353.61,-586.22221
10,100,1000,100,0.5,275,100,0.5,275,100,0.5,400,300,400,300,12.6029047,4325.777,3666.08756,439.86,219.82944
10,100,1000,100,0.5,275,125,0.5,275,125,0.5,400,300,400,300,18.44089684,4013.461,3294.33443,477.62,241.50657
10,100,1000,100,0.5,275,150,0.5,275,150,0.5,400,300,400,300,24.59513857,3686.443,3320.15376,505.44,-139.15076
10,100,1000,100,0.5,275,175,0.5,275,175,0.5,400,300,400,300,11.66801294,4355.094,3444.79573,607.97,302.32827
10,100,1000,100,0.5,275,200,0.5,275,200,0.5,400,300,400,300,12.0296921,4339.232,3432.59194,641.1,265.54006
10,100,1000,100,0.5,275,225,0.5,275,225,0.5,400,300,400,300,11.29231471,4372.573,3583.34185,733.36,55.87115
10,100,1000,100,0.5,275,250,0.5,275,250,0.5,400,300,400,300,10.34222777,4422.142,3664.01894,831.52,-73.39694
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,400,350,400,350,44.13753526,2403.476,3091.25484,850.25,-1538.02884
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,400,350,400,350,34.09564759,3020.547,2950.39646,742.61,-672.45946
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,400,350,400,350,23.74074729,3492.131,2665.09455,1209.9,-382.86355
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,400,350,400,350,28.91703376,3339.945,2965.54746,631.2,-256.80246
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,400,350,400,350,21.28789368,3724.019,2689.78972,830.38,203.84928
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,400,350,400,350,13.04990918,4169.351,2475.32866,1192.36,501.66234
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,400,350,400,350,26.63078928,3500.596,3034.87568,548.77,-83.04968
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,400,350,400,350,19.84779291,3848.417,2746.40536,685.22,416.79164
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,400,350,400,350,13.23710366,4229.4,2516.45511,929.18,783.76489
10,100,1000,100,0.5,125,100,0.5,125,100,0.5,400,350,400,350,10.30770718,4373.484,2517.78569,1120.94,734.75831
10,100,1000,100,0.5,150,25,0.5,150,25,0.5,400,350,400,350,30.2880617,3347.357,3142.19977,467.61,-262.45277
10,100,1000,100,0.5,150,50,0.5,150,50,0.5,400,350,400,350,19.97661584,3869.423,2866.43943,582.92,420.06357
10,100,1000,100,0.5,150,75,0.5,150,75,0.5,400,350,400,350,15.36690294,4124.28,2664.65405,715.54,744.08595
10,100,1000,100,0.5,150,100,0.5,150,100,0.5,400,350,400,350,11.10189375,4341.686,2636.22436,910.97,794.49164
10,100,1000,100,0.5,150,125,0.5,150,125,0.5,400,350,400,350,9.720343972,4431.24,2680.43389,1063.29,687.51611
10,100,1000,100,0.5,175,25,0.5,175,25,0.5,400,350,400,350,24.71236971,3637.361,3247.08261,438.44,-48.16161
10,100,1000,100,0.5,175,50,0.5,175,50,0.5,400,350,400,350,27.0078634,3525.769,3061.07055,482.3,-17.60155
10,100,1000,100,0.5,175,75,0.5,175,75,0.5,400,350,400,350,17.28609042,4035.066,2811.35811,600.31,623.39789
10,100,1000,100,0.5,175,100,0.5,175,100,0.5,400,350,400,350,12.79209264,4271.154,2753.04553,739.3,778.80847
10,100,1000,100,0.5,175,125,0.5,175,125,0.5,400,350,400,350,10.72817365,4389.658,2809.81836,878.18,701.65964
10,100,1000,100,0.5,175,150,0.5,175,150,0.5,400,350,400,350,9.377004717,4453.453,2881.7394,1016.86,554.8536
10,100,1000,100,0.5,200,25,0.5,200,25,0.5,400,350,400,350,19.62468978,3901.569,3419.75799,407.8,74.01101
10,100,1000,100,0.5,200,50,0.5,200,50,0.5,400,350,400,350,21.29732114,3833.561,3138.96257,456.35,238.24843
10,100,1000,100,0.5,200,75,0.5,200,75,0.5,400,350,400,350,25.95590075,3593.954,3054.65329,489.92,49.38071
10,100,1000,100,0.5,200,100,0.5,200,100,0.5,400,350,400,350,15.32406994,4146.9,2893.88192,611.31,641.70808
10,100,1000,100,0.5,200,125,0.5,200,125,0.5,400,350,400,350,11.06569641,4380.666,2937.6063,734.52,708.5397
10,100,1000,100,0.5,200,150,0.5,200,150,0.5,400,350,400,350,10.25521241,4416.441,2992.92051,846.67,576.85049
10,100,1000,100,0.5,200,175,0.5,200,175,0.5,400,350,400,350,9.506836789,4456.097,3058.41481,961.87,435.81219
10,100,1000,100,0.5,225,25,0.5,225,25,0.5,400,350,400,350,28.15592291,3489.056,3996.90484,323.91,-831.75884
10,100,1000,100,0.5,225,50,0.5,225,50,0.5,400,350,400,350,17.12482221,4055.905,3485.52067,416.08,154.30433
10,100,1000,100,0.5,225,75,0.5,225,75,0.5,400,350,400,350,20.17616743,3914.361,3115.49192,465.75,333.11908
10,100,1000,100,0.5,225,100,0.5,225,100,0.5,400,350,400,350,25.21862882,3651.189,3113.45777,495.91,41.82123
10,100,1000,100,0.5,225,125,0.5,225,125,0.5,400,350,400,350,14.55238748,4191.593,3036.08875,620.63,534.87425
10,100,1000,100,0.5,225,150,0.5,225,150,0.5,400,350,400,350,13.08609687,4277.465,3123.27842,697.56,456.62658
10,100,1000,100,0.5,225,175,0.5,225,175,0.5,400,350,400,350,11.31395709,4374.132,3188.41921,806.37,379.34279
10,100,1000,100,0.5,225,200,0.5,225,200,0.5,400,350,400,350,10.39723186,4416.653,3260.93979,912.36,243.35321
10,100,1000,100,0.5,250,25,0.5,250,25,0.5,400,350,400,350,24.69026511,3677.583,4122.8652,305.69,-750.9722
10,100,1000,100,0.5,250,50,0.5,250,50,0.5,400,350,400,350,24.09688107,3717.194,4021.98957,341.48,-646.27557
10,100,1000,100,0.5,250,75,0.5,250,75,0.5,400,350,400,350,14.01860944,4238.484,3529.70798,432.62,276.15602
10,100,1000,100,0.5,250,100,0.5,250,100,0.5,400,350,400,350,18.69195938,3989.507,3190.37991,474.91,324.21709
10,100,1000,100,0.5,250,125,0.5,250,125,0.5,400,350,400,350,24.55634988,3680.415,3208.41111,498.13,-26.12611
10,100,1000,100,0.5,250,150,0.5,250,150,0.5,400,350,400,350,12.10249132,4328.693,3211.80454,619.42,497.46846
10,100,1000,100,0.5,250,175,0.5,250,175,0.5,400,350,400,350,13.60517519,4252.963,3266.63445,667.93,318.39855
10,100,1000,100,0.5,250,200,0.5,250,200,0.5,400,350,400,350,11.07341972,4383.193,3390.55841,779.84,212.79459
10,100,1000,100,0.5,250,225,0.5,250,225,0.5,400,350,400,350,10.83058548,4390.438,3446.51005,863.51,80.41795
10,100,1000,100,0.5,275,25,0.5,275,25,0.5,400,350,400,350,21.43417988,3846.765,4262.49953,289.28,-705.01453
10,100,1000,100,0.5,275,50,0.5,275,50,0.5,400,350,400,350,20.49977411,3900.113,4163.2669,320.85,-584.0039
10,100,1000,100,0.5,275,75,0.5,275,75,0.5,400,350,400,350,21.21788225,3871.553,4088.54125,354.95,-571.93825
10,100,1000,100,0.5,275,100,0.5,275,100,0.5,400,350,400,350,12.47223074,4325.611,3671.00305,440.13,214.47795
10,100,1000,100,0.5,275,125,0.5,275,125,0.5,400,350,400,350,17.87255268,4034.038,3305.18636,480.25,248.60164
10,100,1000,100,0.5,275,150,0.5,275,150,0.5,400,350,400,350,24.77800639,3668.34,3328.25195,503.19,-163.10195
10,100,1000,100,0.5,275,175,0.5,275,175,0.5,400,350,400,350,12.26807782,4329.892,3446.49497,602.62,280.77703
10,100,1000,100,0.5,275,200,0.5,275,200,0.5,400,350,400,350,11.93042625,4348.987,3458.00708,661.51,229.46992
10,100,1000,100,0.5,275,225,0.5,275,225,0.5,400,350,400,350,11.3005806,4376.78,3588.06945,750.39,38.32055
10,100,1000,100,0.5,275,250,0.5,275,250,0.5,400,350,400,350,11.07534828,4400.088,3629.01139,825.1,-54.02339
10,100,1000,100,0.5,300,25,0.5,300,25,0.5,400,350,400,350,18.50650606,3996.386,4416.82607,274.42,-694.86007
10,100,1000,100,0.5,300,50,0.5,300,50,0.5,400,350,400,350,17.23080676,4069.55,4315.81099,303.27,-549.53099
10,100,1000,100,0.5,300,75,0.5,300,75,0.5,400,350,400,350,17.10817368,4079.705,4247.15031,335.67,-503.11531
10,100,1000,100,0.5,300,100,0.5,300,100,0.5,400,350,400,350,19.56582171,3957.018,4200.36735,362.89,-606.23935
10,100,1000,100,0.5,300,125,0.5,300,125,0.5,400,350,400,350,11.21655527,4394.549,3849.96952,446.79,97.78948
10,100,1000,100,0.5,300,150,0.5,300,150,0.5,400,350,400,350,17.573639,4062.077,3416.44668,481.42,164.21032
10,100,1000,100,0.5,300,175,0.5,300,175,0.5,400,350,400,350,23.48045577,3745.646,3377.50249,498.62,-130.47649
10,100,1000,100,0.5,300,200,0.5,300,200,0.5,400,350,400,350,14.06063421,4245.619,3706.27762,578.89,-39.54862
10,100,1000,100,0.5,300,225,0.5,300,225,0.5,400,350,400,350,11.61920771,4366.304,3724.97082,646.56,-5.22682
10,100,1000,100,0.5,300,250,0.5,300,250,0.5,400,350,400,350,11.03031282,4394.45,3816.79705,729.5,-151.84705
10,100,1000,100,0.5,300,275,0.5,300,275,0.5,400,350,400,350,10.7320959,4399.9,3901.84691,809.46,-311.40691
10,100,1000,100,0.5,325,25,0.5,325,25,0.5,400,350,400,350,16.18334702,4126.265,4569.13614,260.86,-703.73114
10,100,1000,100,0.5,325,50,0.5,325,50,0.5,400,350,400,350,14.5552602,4206.068,4475.90166,286.58,-556.41366
10,100,1000,100,0.5,325,75,0.5,325,75,0.5,400,350,400,350,13.96970684,4254.421,4406.64645,317.11,-469.33545
10,100,1000,100,0.5,325,100,0.5,325,100,0.5,400,350,400,350,15.15244194,4196.476,4384.1334,345,-532.6574
10,100,1000,100,0.5,325,125,0.5,325,125,0.5,400,350,400,350,17.95830173,4054.243,4329.42998,371.56,-646.74698
10,100,1000,100,0.5,325,150,0.5,325,150,0.5,400,350,400,350,10.30668763,4453.278,4040.2006,452.05,-38.9726
10,100,1000,100,0.5,325,175,0.5,325,175,0.5,400,350,400,350,17.09081258,4085.7,3546.17016,487.75,51.77984
